,symbol,pair,contractType,deliveryDate,onboardDate,status,maintMarginPercent,requiredMarginPercent,baseAsset,quoteAsset,marginAsset,pricePrecision,quantityPrecision,baseAssetPrecision,quotePrecision,underlyingType,underlyingSubType,triggerProtect,liquidationFee,marketTakeBound,maxMoveOrderLimit,filters,orderTypes,timeInForce
25,ALGOUSDT,ALGOUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ALGO,USDT,USDT,4,1,8,8,COIN,['Layer-1'],0.0500,0.010000,0.05,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.0001', 'minPrice': '0.0141', 'maxPrice': '1000'}, {'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '1000000', 'filterType': 'LOT_SIZE'}, {'maxQty': '500000', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierUp': '1.0500', 'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
26,ZILUSDT,ZILUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ZIL,USDT,USDT,5,0,8,8,COIN,['Layer-1'],0.1000,0.010000,0.10,10000,"[{'tickSize': '0.00001', 'minPrice': '0.00219', 'filterType': 'PRICE_FILTER', 'maxPrice': '100'}, {'stepSize': '1', 'minQty': '1', 'filterType': 'LOT_SIZE', 'maxQty': '10000000'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000000', 'stepSize': '1', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
27,KNCUSDT,KNCUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,KNC,USDT,USDT,5,0,8,8,COIN,['DeFi'],0.1000,0.015000,0.10,10000,"[{'tickSize': '0.00010', 'maxPrice': '181', 'minPrice': '0.03200', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1', 'maxQty': '5000000'}, {'maxQty': '500000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
28,ZRXUSDT,ZRXUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ZRX,USDT,USDT,4,1,8,8,COIN,['DEX'],0.1000,0.015000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '1000', 'minPrice': '0.0179', 'tickSize': '0.0001'}, {'stepSize': '0.1', 'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'minQty': '0.1'}, {'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '250000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
29,COMPUSDT,COMPUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,COMP,USDT,USDT,2,3,8,8,COIN,['DeFi'],0.1000,0.015000,0.10,10000,"[{'minPrice': '8', 'tickSize': '0.01', 'maxPrice': '100000', 'filterType': 'PRICE_FILTER'}, {'minQty': '0.001', 'stepSize': '0.001', 'filterType': 'LOT_SIZE', 'maxQty': '10000'}, {'stepSize': '0.001', 'minQty': '0.001', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '1000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
30,OMGUSDT,OMGUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,OMG,USDT,USDT,4,1,8,8,COIN,['Layer-2'],0.1000,0.015000,0.10,10000,"[{'minPrice': '0.1060', 'maxPrice': '1000', 'tickSize': '0.0001', 'filterType': 'PRICE_FILTER'}, {'maxQty': '1000000', 'minQty': '0.1', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'maxQty': '100000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
31,DOGEUSDT,DOGEUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,DOGE,USDT,USDT,6,0,8,8,COIN,['Meme'],0.1000,0.010000,0.10,10000,"[{'tickSize': '0.000010', 'maxPrice': '30', 'filterType': 'PRICE_FILTER', 'minPrice': '0.002440'}, {'maxQty': '50000000', 'minQty': '1', 'filterType': 'LOT_SIZE', 'stepSize': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '30000000', 'stepSize': '1', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
32,SXPUSDT,SXPUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,SXP,USDT,USDT,4,1,8,8,COIN,['Payment'],0.1000,0.010000,0.10,10000,"[{'minPrice': '0.0454', 'maxPrice': '1000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001'}, {'filterType': 'LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '1000000'}, {'maxQty': '80000', 'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
33,KAVAUSDT,KAVAUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,KAVA,USDT,USDT,4,1,8,8,COIN,['Layer-1'],0.1000,0.010000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.0593', 'maxPrice': '653', 'tickSize': '0.0001'}, {'minQty': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000', 'stepSize': '0.1'}, {'maxQty': '100000', 'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
34,BANDUSDT,BANDUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,BAND,USDT,USDT,4,1,8,8,COIN,['Oracle'],0.1000,0.017500,0.10,10000,"[{'tickSize': '0.0001', 'filterType': 'PRICE_FILTER', 'maxPrice': '783', 'minPrice': '0.1647'}, {'filterType': 'LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '2000000'}, {'maxQty': '100000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
35,RLCUSDT,RLCUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,RLC,USDT,USDT,4,1,8,8,COIN,['Oracle'],0.1000,0.020000,0.10,10000,"[{'minPrice': '0.1029', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001', 'maxPrice': '432'}, {'filterType': 'LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '1000000'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'maxQty': '35000', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
36,WAVESUSDT,WAVESUSDT,PERPETUAL,1718096400000,1569398400000,SETTLING,2.5000,5.0000,WAVES,USDT,USDT,4,1,8,8,COIN,['Layer-1'],0.1000,0.020000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.3420', 'tickSize': '0.0001', 'maxPrice': '2249'}, {'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '16000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
37,MKRUSDT,MKRUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,MKR,USDT,USDT,2,3,8,8,COIN,['DeFi'],0.1000,0.015000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.10', 'maxPrice': '351788', 'minPrice': '50'}, {'minQty': '0.001', 'maxQty': '10000', 'filterType': 'LOT_SIZE', 'stepSize': '0.001'}, {'minQty': '0.001', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '100', 'stepSize': '0.001'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
38,SNXUSDT,SNXUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,SNX,USDT,USDT,3,1,8,8,COIN,['DEX'],0.1000,0.015000,0.10,10000,"[{'maxPrice': '1144', 'minPrice': '0.164', 'tickSize': '0.001', 'filterType': 'PRICE_FILTER'}, {'maxQty': '1000000', 'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'LOT_SIZE'}, {'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '50000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
39,DOTUSDT,DOTUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,DOT,USDT,USDT,3,1,8,8,COIN,['Layer-1'],0.0500,0.015000,0.05,10000,"[{'minPrice': '0.373', 'filterType': 'PRICE_FILTER', 'tickSize': '0.001', 'maxPrice': '2398'}, {'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1'}, {'maxQty': '50000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
40,DEFIUSDT,DEFIUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,DEFI,USDT,USDT,1,3,8,8,INDEX,['Index'],0.1000,0.015000,0.10,10000,"[{'maxPrice': '230680', 'tickSize': '0.1', 'minPrice': '33.8', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'maxQty': '10000', 'minQty': '0.001', 'stepSize': '0.001'}, {'maxQty': '50', 'stepSize': '0.001', 'minQty': '0.001', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
41,YFIUSDT,YFIUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,YFI,USDT,USDT,1,3,8,8,COIN,['DeFi'],0.1000,0.017500,0.10,10000,"[{'minPrice': '667', 'filterType': 'PRICE_FILTER', 'maxPrice': '3836373', 'tickSize': '1'}, {'minQty': '0.001', 'stepSize': '0.001', 'filterType': 'LOT_SIZE', 'maxQty': '500'}, {'maxQty': '20', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.001', 'stepSize': '0.001'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
42,BALUSDT,BALUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,BAL,USDT,USDT,3,1,8,8,COIN,['DEX'],0.1000,0.020000,0.10,10000,"[{'tickSize': '0.001', 'minPrice': '0.630', 'filterType': 'PRICE_FILTER', 'maxPrice': '5000'}, {'stepSize': '0.1', 'filterType': 'LOT_SIZE', 'minQty': '0.1', 'maxQty': '1000000'}, {'stepSize': '0.1', 'maxQty': '20000', 'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
43,CRVUSDT,CRVUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,CRV,USDT,USDT,3,1,8,8,COIN,['DeFi'],0.1000,0.020000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '1000', 'tickSize': '0.001', 'minPrice': '0.031'}, {'filterType': 'LOT_SIZE', 'maxQty': '1000000', 'stepSize': '0.1', 'minQty': '0.1'}, {'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'maxQty': '300000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
44,TRBUSDT,TRBUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,TRB,USDT,USDT,3,1,8,8,COIN,['Oracle'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '5138', 'filterType': 'PRICE_FILTER', 'minPrice': '1.230', 'tickSize': '0.001'}, {'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000'}, {'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'maxQty': '2000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
45,RUNEUSDT,RUNEUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,RUNE,USDT,USDT,4,0,8,8,COIN,['DEX'],0.1000,0.010000,0.10,10000,"[{'minPrice': '0.1720', 'maxPrice': '839', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0010'}, {'stepSize': '1', 'minQty': '1', 'filterType': 'LOT_SIZE', 'maxQty': '10000000'}, {'stepSize': '1', 'maxQty': '50000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
46,SUSHIUSDT,SUSHIUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,SUSHI,USDT,USDT,4,0,8,8,COIN,['DEX'],0.1000,0.010000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '1301', 'tickSize': '0.0001', 'minPrice': '0.1430'}, {'minQty': '1', 'maxQty': '10000000', 'stepSize': '1', 'filterType': 'LOT_SIZE'}, {'stepSize': '1', 'maxQty': '25000', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
47,EGLDUSDT,EGLDUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,EGLD,USDT,USDT,3,1,8,8,COIN,['Layer-1'],0.1000,0.015000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.001', 'minPrice': '1.770', 'maxPrice': '14295'}, {'minQty': '0.1', 'filterType': 'LOT_SIZE', 'stepSize': '0.1', 'maxQty': '1000000'}, {'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '2000', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
48,SOLUSDT,SOLUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,SOL,USDT,USDT,4,0,8,8,COIN,['Layer-1'],0.0500,0.015000,0.05,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '6857', 'minPrice': '0.4200', 'tickSize': '0.0100'}, {'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1'}, {'maxQty': '5000', 'stepSize': '1', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierUp': '1.0500', 'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
49,ICXUSDT,ICXUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ICX,USDT,USDT,4,0,8,8,COIN,['Layer-1'],0.1000,0.010000,0.10,10000,"[{'tickSize': '0.0001', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0234', 'maxPrice': '400'}, {'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1', 'maxQty': '10000000'}, {'stepSize': '1', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '300000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
